Region,Country,ISP,Technology,Product name,Up to?,Downstream bandwidth,Downstream units,Downstream (Mbps),Upstream bandwidth,Upstream units,Usage cap,Cap units,Tariff currency,Connection charge (local currency),Modem cost (local currency),Monthly cost (local currency),Contract term (months),Must also take landline?,Voice mins included?,VAT included?,VAT Rate,Standard Xrate,Monthly cost (US$),PPP Xrate,Monthly cost (US$ PPP),Date tariff recorded,Notes,Source URL
Asia,Indonesia,Indosat Mega Media  [Indonesia],Cable,Megavision (Coverage Bandung & Bogor),Up to,512,Kbps,0.512,,,,,IDR,"250,000.00",,"350,000.00",,,,No,10%,9450,37.04,6565.868404,53.31,2012Q3,Installation fee is taken as the connection charge. Free registration.,http://www.indosatm2.com/index.php/consumer-solution/internet-services/postpaid/im2-fitt-internet-cable
Asia,Indonesia,Indosat Mega Media  [Indonesia],Cable,Megavision (Coverage Bandung & Bogor),Up to,1024,Kbps,1.024,,,,,IDR,,,"500,000.00",,,,No,10%,9450,52.91,6565.868404,76.15,2012Q3,Free installation and registration. Cable modem by IM2.,http://www.indosatm2.com/index.php/consumer-solution/internet-services/postpaid/im2-fitt-internet-cable
Asia,Indonesia,Indosat Mega Media  [Indonesia],Cable,Beautiful Jasmine Ruci HFC (HFC Ruci Melati Indah),Up to,256,Kbps,0.256,,,,,IDR,,,"250,000.00",,,,No,10%,9450,26.46,6565.868404,38.08,2012Q3,Installation fee not given,http://www.indosatm2.com/index.php/consumer-solution/internet-services/postpaid/im2-fitt-internet-cable
Asia,Indonesia,Indosat Mega Media  [Indonesia],Cable,Beautiful Jasmine Ruci HFC (HFC Ruci Melati Indah),Up to,512,Kbps,0.512,,,,,IDR,,,"350,000.00",,,,No,10%,9450,37.04,6565.868404,53.31,2012Q3,Installation fee not given,http://www.indosatm2.com/index.php/consumer-solution/internet-services/postpaid/im2-fitt-internet-cable
Asia,Indonesia,Indosat Mega Media  [Indonesia],Cable,Beautiful Jasmine Ruci HFC (HFC Ruci Melati Indah),Up to,1024,Kbps,1.024,,,,,IDR,,,"500,000.00",,,,No,10%,9450,52.91,6565.868404,76.15,2012Q3,Free installation. Cable modem by IM2.,http://www.indosatm2.com/index.php/consumer-solution/internet-services/postpaid/im2-fitt-internet-cable
Asia,Indonesia,Indosat Mega Media  [Indonesia],Cable,HFC Infinity Broadband ( Coverage Pontianak),Up to,384,Kbps,0.384,,,,,IDR,,,"250,000.00",,,,No,10%,9450,26.46,6565.868404,38.08,2012Q3,Installation fee not given,http://www.indosatm2.com/index.php/consumer-solution/internet-services/postpaid/im2-fitt-internet-cable
Asia,Indonesia,Indosat Mega Media  [Indonesia],Cable,HFC Infinity Broadband ( Coverage Pontianak),Up to,512,Kbps,0.512,,,,,IDR,,,"350,000.00",,,,No,10%,9450,37.04,6565.868404,53.31,2012Q3,Installation fee not given,http://www.indosatm2.com/index.php/consumer-solution/internet-services/postpaid/im2-fitt-internet-cable
Asia,Indonesia,Indosat Mega Media  [Indonesia],Cable,HFC Infinity Broadband ( Coverage Pontianak),Up to,1024,Kbps,1.024,,,,,IDR,,,"500,000.00",,,,No,10%,9450,52.91,6565.868404,76.15,2012Q3,Free installation. Cable modem by IM2.,http://www.indosatm2.com/index.php/consumer-solution/internet-services/postpaid/im2-fitt-internet-cable
Asia,Indonesia,TelkomNet [Indonesia],ADSL,Speedy Packet Load,,512,Kbps,0.512,128,Kbps,3,GB,IDR,"75,000.00",,"295,000.00",,,,No,5%,9450,31.22,6565.868404,44.93,2012Q3,The registration fee is taken as the connection charge. Technology is not given.,http://www.telkom.co.id/products-services/
Asia,Indonesia,TelkomNet [Indonesia],ADSL,Speedy Packet Socialia,,384,Kbps,0.384,96,Kbps,3,GB,IDR,"75,000.00",,"195,000.00",,,,No,5%,9450,20.63,6565.868404,29.70,2012Q3,The registration fee is taken as the connection charge. Technology is not given.,http://www.telkom.co.id/products-services/
Asia,Indonesia,TelkomNet [Indonesia],ADSL,Speedy Packet Familia,,1,Mbps,1,256,Kbps,,,IDR,"75,000.00",,"645,000.00",,,,No,5%,9450,68.25,6565.868404,98.24,2012Q3,The registration fee is taken as the connection charge. Suitable for professionals or the shared use of the Internet. Technology is not given.,http://www.telkom.co.id/products-services/
Asia,Indonesia,TelkomNet [Indonesia],ADSL,Speedy Packet Executive,,2,Mbps,2,512,Kbps,,,IDR,"75,000.00",,"995,000.00",,,,No,5%,9450,105.29,6565.868404,151.54,2012Q3,The registration fee is taken as the connection charge. Suitable for professionals or the shared use of the Internet. Technology is not given.,http://www.telkom.co.id/products-services/
Asia,Indonesia,TelkomNet [Indonesia],ADSL,Speedy Packet Familia,,3,Mbps,3,512,Kbps,,,IDR,"75,000.00",,"1,695,000.00",,,,No,5%,9450,179.37,6565.868404,258.15,2012Q3,The registration fee is taken as the connection charge. Suitable for professionals or the shared use of the Internet. Technology is not given.,http://www.telkom.co.id/products-services/
Asia,Iran (Islamic Rep. of),Datak Telecom [Iran (Islamic Rep. of)],ADSL,Intensive users,,128,Kbps,0.128,,,9,GB,IRR,"160,000.00",276000,"229,500.00",,,,No,5%,8229,27.89,#N/A,#N/A,2012Q3,The subscription (IRR10000) and initial setup cost (IRR150000) are taken as the connection cost.,http://translate.google.lk/translate?hl=en&sl=fa&tl=en&u=http%3A%2F%2Fwww.datak-telecom.net%2Fadsl%2Fprice
Asia,Iran (Islamic Rep. of),Datak Telecom [Iran (Islamic Rep. of)],ADSL,Intensive users,,256,Kbps,0.256,,,9,GB,IRR,"160,000.00",276000,"289,500.00",,,,No,5%,8229,35.18,#N/A,#N/A,2012Q3,The subscription (IRR10000) and initial setup cost (IRR150000) are taken as the connection cost.,http://translate.google.lk/translate?hl=en&sl=fa&tl=en&u=http%3A%2F%2Fwww.datak-telecom.net%2Fadsl%2Fprice
Asia,Iran (Islamic Rep. of),Datak Telecom [Iran (Islamic Rep. of)],ADSL,Intensive users,,512,Kbps,0.512,,,9,GB,IRR,"160,000.00",276000,"389,500.00",,,,No,5%,8229,47.33,#N/A,#N/A,2012Q3,The subscription (IRR10000) and initial setup cost (IRR150000) are taken as the connection cost.,http://translate.google.lk/translate?hl=en&sl=fa&tl=en&u=http%3A%2F%2Fwww.datak-telecom.net%2Fadsl%2Fprice
Asia,Iran (Islamic Rep. of),Datak Telecom [Iran (Islamic Rep. of)],ADSL,1 month with 3 GB of raw capacity,,128,Kbps,0.128,,,3,GB,IRR,"160,000.00",276000,"149,000.00",1,,,No,5%,8229,18.11,#N/A,#N/A,2012Q3,The subscription (IRR10000) and initial setup cost (IRR150000) are taken as the connection cost.,http://translate.google.lk/translate?hl=en&sl=fa&tl=en&u=http%3A%2F%2Fwww.datak-telecom.net%2Fadsl%2Fprice
Asia,Iran (Islamic Rep. of),Datak Telecom [Iran (Islamic Rep. of)],ADSL,3 month with 5 GB of raw capacity,,128,Kbps,0.128,,,5,GB,IRR,"160,000.00",276000,"103,000.00",3,,,No,5%,8229,12.52,#N/A,#N/A,2012Q3,The subscription (IRR10000) and initial setup cost (IRR150000) are taken as the connection cost.,http://translate.google.lk/translate?hl=en&sl=fa&tl=en&u=http%3A%2F%2Fwww.datak-telecom.net%2Fadsl%2Fprice
Asia,Iran (Islamic Rep. of),Datak Telecom [Iran (Islamic Rep. of)],ADSL,6 month with 8 GB of raw capacity,,128,Kbps,0.128,,,8,GB,IRR,"160,000.00",276000,"90,000.00",6,,,No,5%,8229,10.94,#N/A,#N/A,2012Q3,The subscription (IRR10000) and initial setup cost (IRR150000) are taken as the connection cost.,http://translate.google.lk/translate?hl=en&sl=fa&tl=en&u=http%3A%2F%2Fwww.datak-telecom.net%2Fadsl%2Fprice
Asia,Iran (Islamic Rep. of),Datak Telecom [Iran (Islamic Rep. of)],ADSL,1 year with 12 GB of raw capacity,,128,Kbps,0.128,,,12,GB,IRR,"160,000.00",276000,"74,500.00",12,,,No,5%,8229,9.05,#N/A,#N/A,2012Q3,The subscription (IRR10000) and initial setup cost (IRR150000) are taken as the connection cost.,http://translate.google.lk/translate?hl=en&sl=fa&tl=en&u=http%3A%2F%2Fwww.datak-telecom.net%2Fadsl%2Fprice
Asia,Iran (Islamic Rep. of),Datak Telecom [Iran (Islamic Rep. of)],ADSL,1 month with 3 GB of raw capacity,,256,Kbps,0.256,,,3,GB,IRR,"160,000.00",276000,"179,000.00",1,,,No,5%,8229,21.75,#N/A,#N/A,2012Q3,The subscription (IRR10000) and initial setup cost (IRR150000) are taken as the connection cost.,http://translate.google.lk/translate?hl=en&sl=fa&tl=en&u=http%3A%2F%2Fwww.datak-telecom.net%2Fadsl%2Fprice
Asia,Iran (Islamic Rep. of),Datak Telecom [Iran (Islamic Rep. of)],ADSL,3 month with 5 GB of raw capacity,,256,Kbps,0.256,,,5,GB,IRR,"160,000.00",276000,"123,000.00",3,,,No,5%,8229,14.95,#N/A,#N/A,2012Q3,The subscription (IRR10000) and initial setup cost (IRR150000) are taken as the connection cost.,http://translate.google.lk/translate?hl=en&sl=fa&tl=en&u=http%3A%2F%2Fwww.datak-telecom.net%2Fadsl%2Fprice
Asia,Iran (Islamic Rep. of),Datak Telecom [Iran (Islamic Rep. of)],ADSL,6 month with 8 GB of raw capacity,,256,Kbps,0.256,,,8,GB,IRR,"160,000.00",276000,"104,500.00",6,,,No,5%,8229,12.70,#N/A,#N/A,2012Q3,The subscription (IRR10000) and initial setup cost (IRR150000) are taken as the connection cost.,http://translate.google.lk/translate?hl=en&sl=fa&tl=en&u=http%3A%2F%2Fwww.datak-telecom.net%2Fadsl%2Fprice
Asia,Iran (Islamic Rep. of),Datak Telecom [Iran (Islamic Rep. of)],ADSL,1 year with 12 GB of raw capacity,,256,Kbps,0.256,,,12,GB,IRR,"160,000.00",276000,"85,800.00",12,,,No,5%,8229,10.43,#N/A,#N/A,2012Q3,The subscription (IRR10000) and initial setup cost (IRR150000) are taken as the connection cost.,http://translate.google.lk/translate?hl=en&sl=fa&tl=en&u=http%3A%2F%2Fwww.datak-telecom.net%2Fadsl%2Fprice
Asia,Iran (Islamic Rep. of),Datak Telecom [Iran (Islamic Rep. of)],ADSL,1 month with 3 GB of raw capacity,,512,Kbps,0.512,,,3,GB,IRR,"160,000.00",276000,"199,000.00",1,,,No,5%,8229,24.18,#N/A,#N/A,2012Q3,The subscription (IRR10000) and initial setup cost (IRR150000) are taken as the connection cost.,http://translate.google.lk/translate?hl=en&sl=fa&tl=en&u=http%3A%2F%2Fwww.datak-telecom.net%2Fadsl%2Fprice
Asia,Iran (Islamic Rep. of),Datak Telecom [Iran (Islamic Rep. of)],ADSL,3 month with 5 GB of raw capacity,,512,Kbps,0.512,,,5,GB,IRR,"160,000.00",276000,"143,000.00",3,,,No,5%,8229,17.38,#N/A,#N/A,2012Q3,The subscription (IRR10000) and initial setup cost (IRR150000) are taken as the connection cost.,http://translate.google.lk/translate?hl=en&sl=fa&tl=en&u=http%3A%2F%2Fwww.datak-telecom.net%2Fadsl%2Fprice
Asia,Iran (Islamic Rep. of),Datak Telecom [Iran (Islamic Rep. of)],ADSL,6 month with 8 GB of raw capacity,,512,Kbps,0.512,,,8,GB,IRR,"160,000.00",276000,"118,200.00",6,,,No,5%,8229,14.36,#N/A,#N/A,2012Q3,The subscription (IRR10000) and initial setup cost (IRR150000) are taken as the connection cost.,http://translate.google.lk/translate?hl=en&sl=fa&tl=en&u=http%3A%2F%2Fwww.datak-telecom.net%2Fadsl%2Fprice
Asia,Iran (Islamic Rep. of),Datak Telecom [Iran (Islamic Rep. of)],ADSL,1 year with 12 GB of raw capacity,,512,Kbps,0.512,,,12,GB,IRR,"160,000.00",276000,"96,600.00",12,,,No,5%,8229,11.74,#N/A,#N/A,2012Q3,The subscription (IRR10000) and initial setup cost (IRR150000) are taken as the connection cost.,http://translate.google.lk/translate?hl=en&sl=fa&tl=en&u=http%3A%2F%2Fwww.datak-telecom.net%2Fadsl%2Fprice
Asia,Iran (Islamic Rep. of),Datak Telecom [Iran (Islamic Rep. of)],WiMax,Low Consumption,,128,Kbps,0.128,128,Kbps,3,GB,IRR,"150,000.00",3000000,"150,000.00",,,,No,5%,8229,18.23,#N/A,#N/A,2012Q3,Outdoor installation cost is taken as the connection charge.,http://translate.google.lk/translate?hl=en&sl=fa&tl=en&u=http%3A%2F%2Fwww.datak-telecom.net%2Fwimax%2Fprice
Asia,Iran (Islamic Rep. of),Datak Telecom [Iran (Islamic Rep. of)],WiMax,Low Consumption,,256,Kbps,0.256,128,Kbps,3,GB,IRR,"150,000.00",3000000,"200,000.00",,,,No,5%,8229,24.30,#N/A,#N/A,2012Q3,Outdoor installation cost is taken as the connection charge.,http://translate.google.lk/translate?hl=en&sl=fa&tl=en&u=http%3A%2F%2Fwww.datak-telecom.net%2Fwimax%2Fprice
Asia,Iran (Islamic Rep. of),Datak Telecom [Iran (Islamic Rep. of)],WiMax,Low Consumption,,512,Kbps,0.512,128,Kbps,3,GB,IRR,"150,000.00",3000000,"250,000.00",,,,No,5%,8229,30.38,#N/A,#N/A,2012Q3,Outdoor installation cost is taken as the connection charge.,http://translate.google.lk/translate?hl=en&sl=fa&tl=en&u=http%3A%2F%2Fwww.datak-telecom.net%2Fwimax%2Fprice
Asia,Iran (Islamic Rep. of),Datak Telecom [Iran (Islamic Rep. of)],WiMax,Low Consumption,,512,Kbps,0.512,256,Kbps,3,GB,IRR,"150,000.00",3000000,"300,000.00",,,,No,5%,8229,36.46,#N/A,#N/A,2012Q3,Outdoor installation cost is taken as the connection charge.,http://translate.google.lk/translate?hl=en&sl=fa&tl=en&u=http%3A%2F%2Fwww.datak-telecom.net%2Fwimax%2Fprice
Asia,Iran (Islamic Rep. of),Datak Telecom [Iran (Islamic Rep. of)],WiMax,Low Consumption,,1024,Kbps,1.024,128,Kbps,3,GB,IRR,"150,000.00",3000000,"350,000.00",,,,No,5%,8229,42.53,#N/A,#N/A,2012Q3,Outdoor installation cost is taken as the connection charge.,http://translate.google.lk/translate?hl=en&sl=fa&tl=en&u=http%3A%2F%2Fwww.datak-telecom.net%2Fwimax%2Fprice
Asia,Iran (Islamic Rep. of),Datak Telecom [Iran (Islamic Rep. of)],WiMax,Low Consumption,,1024,Kbps,1.024,256,Kbps,3,GB,IRR,"150,000.00",3000000,"400,000.00",,,,No,5%,8229,48.61,#N/A,#N/A,2012Q3,Outdoor installation cost is taken as the connection charge.,http://translate.google.lk/translate?hl=en&sl=fa&tl=en&u=http%3A%2F%2Fwww.datak-telecom.net%2Fwimax%2Fprice
Asia,Iran (Islamic Rep. of),Datak Telecom [Iran (Islamic Rep. of)],WiMax,Low Consumption,,2048,Kbps,2.048,256,Kbps,3,GB,IRR,"150,000.00",3000000,"450,000.00",,,,No,5%,8229,54.68,#N/A,#N/A,2012Q3,Outdoor installation cost is taken as the connection charge.,http://translate.google.lk/translate?hl=en&sl=fa&tl=en&u=http%3A%2F%2Fwww.datak-telecom.net%2Fwimax%2Fprice
Asia,Iran (Islamic Rep. of),Datak Telecom [Iran (Islamic Rep. of)],WiMax,Low Consumption,,2048,Kbps,2.048,512,Kbps,3,GB,IRR,"150,000.00",3000000,"500,000.00",,,,No,5%,8229,60.76,#N/A,#N/A,2012Q3,Outdoor installation cost is taken as the connection charge.,http://translate.google.lk/translate?hl=en&sl=fa&tl=en&u=http%3A%2F%2Fwww.datak-telecom.net%2Fwimax%2Fprice
Asia,Iran (Islamic Rep. of),Datak Telecom [Iran (Islamic Rep. of)],WiMax,Intensive users,,128,Kbps,0.128,128,Kbps,7,GB,IRR,"150,000.00",3000000,"220,000.00",,,,No,5%,8229,26.73,#N/A,#N/A,2012Q3,Outdoor installation cost is taken as the connection charge.,http://translate.google.lk/translate?hl=en&sl=fa&tl=en&u=http%3A%2F%2Fwww.datak-telecom.net%2Fwimax%2Fprice
Asia,Iran (Islamic Rep. of),Datak Telecom [Iran (Islamic Rep. of)],WiMax,Intensive users,,256,Kbps,0.256,128,Kbps,7,GB,IRR,"150,000.00",3000000,"270,000.00",,,,No,5%,8229,32.81,#N/A,#N/A,2012Q3,Outdoor installation cost is taken as the connection charge.,http://translate.google.lk/translate?hl=en&sl=fa&tl=en&u=http%3A%2F%2Fwww.datak-telecom.net%2Fwimax%2Fprice
Asia,Iran (Islamic Rep. of),Datak Telecom [Iran (Islamic Rep. of)],WiMax,Intensive users,,512,Kbps,0.512,128,Kbps,10,GB,IRR,"150,000.00",3000000,"400,000.00",,,,No,5%,8229,48.61,#N/A,#N/A,2012Q3,Outdoor installation cost is taken as the connection charge.,http://translate.google.lk/translate?hl=en&sl=fa&tl=en&u=http%3A%2F%2Fwww.datak-telecom.net%2Fwimax%2Fprice
Asia,Iran (Islamic Rep. of),Datak Telecom [Iran (Islamic Rep. of)],WiMax,Intensive users,,512,Kbps,0.512,256,Kbps,10,GB,IRR,"150,000.00",3000000,"470,000.00",,,,No,5%,8229,57.12,#N/A,#N/A,2012Q3,Outdoor installation cost is taken as the connection charge.,http://translate.google.lk/translate?hl=en&sl=fa&tl=en&u=http%3A%2F%2Fwww.datak-telecom.net%2Fwimax%2Fprice
Asia,Iran (Islamic Rep. of),Datak Telecom [Iran (Islamic Rep. of)],WiMax,Intensive users,,1024,Kbps,1.024,128,Kbps,15,GB,IRR,"150,000.00",3000000,"760,000.00",,,,No,5%,8229,92.36,#N/A,#N/A,2012Q3,Outdoor installation cost is taken as the connection charge.,http://translate.google.lk/translate?hl=en&sl=fa&tl=en&u=http%3A%2F%2Fwww.datak-telecom.net%2Fwimax%2Fprice
Asia,Iran (Islamic Rep. of),Datak Telecom [Iran (Islamic Rep. of)],WiMax,Intensive users,,1024,Kbps,1.024,256,Kbps,15,GB,IRR,"150,000.00",3000000,"860,000.00",,,,No,5%,8229,104.51,#N/A,#N/A,2012Q3,Outdoor installation cost is taken as the connection charge.,http://translate.google.lk/translate?hl=en&sl=fa&tl=en&u=http%3A%2F%2Fwww.datak-telecom.net%2Fwimax%2Fprice
Asia,Iran (Islamic Rep. of),Datak Telecom [Iran (Islamic Rep. of)],WiMax,Intensive users,,2048,Kbps,2.048,256,Kbps,18,GB,IRR,"150,000.00",3000000,"990,000.00",,,,No,5%,8229,120.31,#N/A,#N/A,2012Q3,Outdoor installation cost is taken as the connection charge.,http://translate.google.lk/translate?hl=en&sl=fa&tl=en&u=http%3A%2F%2Fwww.datak-telecom.net%2Fwimax%2Fprice
Asia,Iran (Islamic Rep. of),Datak Telecom [Iran (Islamic Rep. of)],WiMax,Intensive users,,2048,Kbps,2.048,512,Kbps,18,GB,IRR,"150,000.00",3000000,"1,080,000.00",,,,No,5%,8229,131.24,#N/A,#N/A,2012Q3,Outdoor installation cost is taken as the connection charge.,http://translate.google.lk/translate?hl=en&sl=fa&tl=en&u=http%3A%2F%2Fwww.datak-telecom.net%2Fwimax%2Fprice
Asia,Iran (Islamic Rep. of),ShaTel [Iran (Islamic Rep. of)],ADSL,ART Home,,64,Kbps,0.064,64,Kbps,,,IRR,"150,000.00",450000,"190,000.00",,,,No,4%,8229,23.09,#N/A,#N/A,2012Q3,"The technology is ADSL2+. Package with Regular Zyxel modem. Installation fee is taken as the connection charge. The ICT subscription of IRR1000 is included in the monthly service fee. Customer has the option of selecting between the Regular Zyxel modem, wireless HW Zyxel modem (IRR75000) and wireless HN Zyxel Modem (IRR95000).",http://en.shatel.ir/ADSL2-Price-List/default.loco#Special-Prices-For-Services-ART
Asia,Iran (Islamic Rep. of),ShaTel [Iran (Islamic Rep. of)],ADSL,ART1,,128,Kbps,0.128,128,Kbps,,,IRR,"150,000.00",450000,"280,000.00",,,,No,4%,8229,34.03,#N/A,#N/A,2012Q3,"The technology is ADSL2+. Package with Regular Zyxel modem. Installation fee is taken as the connection charge. The ICT subscription of IRR1000 is included in the monthly service fee. Customer has the option of selecting between the Regular Zyxel modem, wireless HW Zyxel modem (IRR75000) and wireless HN Zyxel Modem (IRR95000).",http://en.shatel.ir/ADSL2-Price-List/default.loco#Special-Prices-For-Services-ART
Asia,Iran (Islamic Rep. of),ShaTel [Iran (Islamic Rep. of)],ADSL,ART2,,192,Kbps,0.192,128,Kbps,,,IRR,"150,000.00",450000,"360,000.00",,,,No,4%,8229,43.75,#N/A,#N/A,2012Q3,"The technology is ADSL2+. Package with Regular Zyxel modem. Installation fee is taken as the connection charge. The ICT subscription of IRR1000 is included in the monthly service fee. Customer has the option of selecting between the Regular Zyxel modem, wireless HW Zyxel modem (IRR75000) and wireless HN Zyxel Modem (IRR95000).",http://en.shatel.ir/ADSL2-Price-List/default.loco#Special-Prices-For-Services-ART
Asia,Iran (Islamic Rep. of),ShaTel [Iran (Islamic Rep. of)],ADSL,ART3,,256,Kbps,0.256,128,Kbps,,,IRR,"150,000.00",450000,"430,000.00",,,,No,4%,8229,52.25,#N/A,#N/A,2012Q3,"The technology is ADSL2+. Package with Regular Zyxel modem. Installation fee is taken as the connection charge. The ICT subscription of IRR1000 is included in the monthly service fee. Customer has the option of selecting between the Regular Zyxel modem, wireless HW Zyxel modem (IRR75000) and wireless HN Zyxel Modem (IRR95000).",http://en.shatel.ir/ADSL2-Price-List/default.loco#Special-Prices-For-Services-ART
Asia,Iran (Islamic Rep. of),ShaTel [Iran (Islamic Rep. of)],ADSL,ART4,,320,Kbps,0.32,192,Kbps,,,IRR,"150,000.00",450000,"530,000.00",,,,No,4%,8229,64.41,#N/A,#N/A,2012Q3,"The technology is ADSL2+. Package with Regular Zyxel modem. Installation fee is taken as the connection charge. The ICT subscription of IRR1000 is included in the monthly service fee. Customer has the option of selecting between the Regular Zyxel modem, wireless HW Zyxel modem (IRR75000) and wireless HN Zyxel Modem (IRR95000).",http://en.shatel.ir/ADSL2-Price-List/default.loco#Special-Prices-For-Services-ART
Asia,Iran (Islamic Rep. of),ShaTel [Iran (Islamic Rep. of)],ADSL,ART5,,384,Kbps,0.384,192,Kbps,,,IRR,"150,000.00",450000,"630,000.00",,,,No,4%,8229,76.56,#N/A,#N/A,2012Q3,"The technology is ADSL2+. Package with Regular Zyxel modem. Installation fee is taken as the connection charge. The ICT subscription of IRR1000 is included in the monthly service fee. Customer has the option of selecting between the Regular Zyxel modem, wireless HW Zyxel modem (IRR75000) and wireless HN Zyxel Modem (IRR95000).",http://en.shatel.ir/ADSL2-Price-List/default.loco#Special-Prices-For-Services-ART
Asia,Iran (Islamic Rep. of),ShaTel [Iran (Islamic Rep. of)],ADSL,ART6,,512,Kbps,0.512,256,Kbps,,,IRR,"150,000.00",450000,"930,000.00",,,,No,4%,8229,113.01,#N/A,#N/A,2012Q3,"The technology is ADSL2+. Package with Regular Zyxel modem. Installation fee is taken as the connection charge. The ICT subscription of IRR1000 is included in the monthly service fee. Customer has the option of selecting between the Regular Zyxel modem, wireless HW Zyxel modem (IRR75000) and wireless HN Zyxel Modem (IRR95000).",http://en.shatel.ir/ADSL2-Price-List/default.loco#Special-Prices-For-Services-ART
Asia,Iran (Islamic Rep. of),ShaTel [Iran (Islamic Rep. of)],ADSL,ART7,,1024,Kbps,1.024,384,Kbps,,,IRR,"150,000.00",450000,"2,200,000.00",,,,No,4%,8229,267.35,#N/A,#N/A,2012Q3,"The technology is ADSL2+. Package with Regular Zyxel modem. Installation fee is taken as the connection charge. The ICT subscription of IRR1000 is included in the monthly service fee. Customer has the option of selecting between the Regular Zyxel modem, wireless HW Zyxel modem (IRR75000) and wireless HN Zyxel Modem (IRR95000).",http://en.shatel.ir/ADSL2-Price-List/default.loco#Special-Prices-For-Services-ART
Asia,Iran (Islamic Rep. of),ShaTel [Iran (Islamic Rep. of)],ADSL,ART8,,2048,Kbps,2.048,512,Kbps,,,IRR,"150,000.00",450000,"4,000,000.00",,,,No,4%,8229,486.09,#N/A,#N/A,2012Q3,"The technology is ADSL2+. Package with Regular Zyxel modem. Installation fee is taken as the connection charge. The ICT subscription of IRR1000 is included in the monthly service fee. Customer has the option of selecting between the Regular Zyxel modem, wireless HW Zyxel modem (IRR75000) and wireless HN Zyxel Modem (IRR95000).",http://en.shatel.ir/ADSL2-Price-List/default.loco#Special-Prices-For-Services-ART
Asia,Iran (Islamic Rep. of),ShaTel [Iran (Islamic Rep. of)],ADSL,ECO128,,128,Kbps,0.128,128,Kbps,3,GB,IRR,"250,000.00",450000,"139,000.00",1,,,No,4%,8229,16.89,#N/A,#N/A,2012Q3,"The technology is ADSL2+. Package with Regular Zyxel modem. Installation and implementation fees are taken as the connection charge. These charges are for Tehran and Ahvaz. The customer has the option of selecting between Zyxel modem, wireless HW Zyxel modem IRR75000, and wireless HN Zyxel Modem IRR95000.",http://en.shatel.ir/ADSL2-Price-List/default.loco#Economic-Cost-Of-Service-ECO
Asia,Iran (Islamic Rep. of),ShaTel [Iran (Islamic Rep. of)],ADSL,ECO128,,128,Kbps,0.128,128,Kbps,6,GB,IRR,"250,000.00",450000,"99,000.00",3,,,No,4%,8229,12.03,#N/A,#N/A,2012Q3,"The technology is ADSL2+. Package with Regular Zyxel modem. Installation and implementation fees are taken as the connection charge. These charges are for Tehran and Ahvaz. The customer has the option of selecting between Zyxel modem, wireless HW Zyxel modem IRR75000, and wireless HN Zyxel Modem IRR95000.",http://en.shatel.ir/ADSL2-Price-List/default.loco#Economic-Cost-Of-Service-ECO
Asia,Iran (Islamic Rep. of),ShaTel [Iran (Islamic Rep. of)],ADSL,ECO128,,128,Kbps,0.128,128,Kbps,10,GB,IRR,"250,000.00",450000,"88,000.00",6,,,No,4%,8229,10.69,#N/A,#N/A,2012Q3,"The technology is ADSL2+. Package with Regular Zyxel modem. Installation and implementation fees are taken as the connection charge. These charges are for Tehran and Ahvaz. The customer has the option of selecting between Zyxel modem, wireless HW Zyxel modem IRR75000, and wireless HN Zyxel Modem IRR95000.",http://en.shatel.ir/ADSL2-Price-List/default.loco#Economic-Cost-Of-Service-ECO
Asia,Iran (Islamic Rep. of),ShaTel [Iran (Islamic Rep. of)],ADSL,ECO128,,128,Kbps,0.128,128,Kbps,15,GB,IRR,"250,000.00",450000,"73,000.00",12,,,No,4%,8229,8.87,#N/A,#N/A,2012Q3,"The technology is ADSL2+. Package with Regular Zyxel modem. Installation and implementation fees are taken as the connection charge. These charges are for Tehran and Ahvaz. The customer has the option of selecting between Zyxel modem, wireless HW Zyxel modem IRR75000, and wireless HN Zyxel Modem IRR95000.",http://en.shatel.ir/ADSL2-Price-List/default.loco#Economic-Cost-Of-Service-ECO
Asia,Iran (Islamic Rep. of),ShaTel [Iran (Islamic Rep. of)],ADSL,ECO128,,128,Kbps,0.128,128,Kbps,3,GB,IRR,"150,000.00",450000,"139,000.00",1,,,No,4%,8229,16.89,#N/A,#N/A,2012Q3,"The technology is ADSL2+. Package with Regular Zyxel modem. Installation and implementation fees are taken as the connection charge. These charges are for other provinces except Tehran and Ahvaz. The customer has the option of selecting between Zyxel modem, wireless HW Zyxel modem IRR75000, and wireless HN Zyxel Modem IRR95000.",http://en.shatel.ir/ADSL2-Price-List/default.loco#Economic-Cost-Of-Service-ECO
Asia,Iran (Islamic Rep. of),ShaTel [Iran (Islamic Rep. of)],ADSL,ECO128,,128,Kbps,0.128,128,Kbps,6,GB,IRR,"150,000.00",450000,"99,000.00",3,,,No,4%,8229,12.03,#N/A,#N/A,2012Q3,"The technology is ADSL2+. Package with Regular Zyxel modem. Installation and implementation fees are taken as the connection charge. These charges are for other provinces except Tehran and Ahvaz. The customer has the option of selecting between Zyxel modem, wireless HW Zyxel modem IRR75000, and wireless HN Zyxel Modem IRR95000.",http://en.shatel.ir/ADSL2-Price-List/default.loco#Economic-Cost-Of-Service-ECO
